METHOD,n,s_err,s_err2,s_abs,MAE,RMSE,BIAS,axis,season,MONTH,band,STN
fixed_lapse,8165,2515.134920199752,9337.461991082611,6781.499920154862,0.83056,1.06939,0.30804,station,,,,973
none,8165,-4181.272175828564,10707.355762619829,7815.009080742565,0.95714,1.14515,-0.5121,station,,,,973
fixed_lapse,8720,1054.655018834876,7797.333545869504,5779.482984258025,0.66278,0.94562,0.12095,station,,,,974
none,8720,-1730.508462211113,8014.6253851872825,5995.389386732112,0.68754,0.9587,-0.19845,station,,,,974
fixed_lapse,7857,918.9681669968041,3364.370254858031,3830.6449954819586,0.48755,0.65437,0.11696,station,,,,977
none,7857,-2033.7195286529482,3789.13586324242,4226.548541817465,0.53793,0.69445,-0.25884,station,,,,977
fixed_lapse,8748,-8002.3152245164965,17956.873722190216,9475.536195466557,1.08317,1.43272,-0.91476,station,,,,978
none,8748,-10209.664976214272,22543.845821477928,11053.479791331974,1.26354,1.60531,-1.16709,station,,,,978
fixed_lapse,8760,771.0242911006862,12326.895524292435,7785.265940442041,0.88873,1.18625,0.08802,station,,,,980
none,8760,-23607.444031609986,104514.33899127731,23727.12989229009,2.70858,3.45411,-2.69491,station,,,,980
fixed_lapse,8706,4779.4446350630715,11761.179260943494,7131.118388373163,0.8191,1.16229,0.54898,station,,,,989
none,8706,2048.991823606778,9570.767088952633,6318.939565813877,0.72581,1.04849,0.23535,station,,,,989
fixed_lapse,8720,610.5923612209848,3448.552099677923,3863.706032248837,0.44309,0.62887,0.07002,station,,,,990
none,8720,-3326.832202933764,5044.480464511905,5307.475687034483,0.60866,0.76059,-0.38152,station,,,,990
fixed_lapse,8759,616.8788335274407,4328.8712523987115,4515.484132055778,0.51553,0.70301,0.07043,station,,,,991
none,8759,-418.40983340929034,4303.053103741708,4534.442273617308,0.51769,0.70091,-0.04777,station,,,,991
fixed_lapse,8760,6770.9417199367745,15200.42607895183,8480.439698285676,0.96809,1.31727,0.77294,station,,,,992
none,8760,4395.842358564331,12160.941613528208,7597.526652533098,0.8673,1.17823,0.50181,station,,,,992
fixed_lapse,6454,175.48676021517156,1988.8961733273168,2666.1811241380046,0.41311,0.55513,0.02719,station,,,,993
none,6454,2386.6572806897857,2925.6863511436504,3533.0654194285444,0.54742,0.67329,0.3698,station,,,,993
fixed_lapse,8716,86.5170115739233,6767.31543007242,5834.34178452735,0.66938,0.88115,0.00993,station,,,,994
none,8716,-418.509659033126,6789.03029229247,5837.346549198879,0.66973,0.88256,-0.04802,station,,,,994
fixed_lapse,8759,1471.624073183454,10777.646652074163,7520.03168191667,0.85855,1.10926,0.16801,station,,,,995
none,8759,-570.7023518372573,10578.159108531418,7268.348231775739,0.82981,1.09895,-0.06516,station,,,,995
fixed_lapse,8756,-3542.7264477244803,28258.60765922087,11334.85906047813,1.29452,1.79648,-0.40461,station,,,,996
none,8756,6342.796395576758,31404.656142801534,14308.696596650612,1.63416,1.89384,0.72439,station,,,,996
