HOUR,METHOD,METRIC,N_STATIONS,SLOPE_C_PER_100M,INTERCEPT_C,R2,SPEARMAN_RHO,MEDIAN_C
8,fixed_lapse,RMSE,513,0.12206271232002612,1.014774939312334,0.25994808275291725,0.3107061793560406,1.0553135200549142
9,none,MAE,513,0.1550883593872249,0.7742522791235964,0.29143026179393605,0.3965135815277679,0.7921756488153238
9,none,BIAS,513,0.1868759840474104,-0.3630287550974823,0.21346280360250058,0.22252473417012741,-0.0991664529718393
9,none,RMSE,513,0.16870070395467396,0.9905248326102685,0.296123308998676,0.3954396223859467,1.0236415901332243
9,fixed_lapse,MAE,513,0.0706548113741424,0.7159183611868255,0.22783915493533924,0.367293182090518,0.7177347401262738
9,fixed_lapse,BIAS,513,-0.04857731751898985,0.11042155610393715,0.0467674558391149,-0.047198071042278,0.0396756421072877
9,fixed_lapse,RMSE,513,0.0991010477039925,0.9416374589551356,0.25206466868373545,0.37478311936223824,0.9661126270918848
10,none,MAE,513,0.18047571408650523,0.7292299520964354,0.3140253565360711,0.3678604493980373,0.746356502275775
10,none,BIAS,513,0.21809695445043756,-0.42401664715799336,0.23646018736461916,0.18564609275310523,-0.1224398296969179
10,none,RMSE,513,0.19036385047427834,0.9306220352720764,0.31324088798503746,0.37248618452562565,0.9577216723383678
10,fixed_lapse,MAE,513,0.04945906410498478,0.6775216792857193,0.17531940896254783,0.3105204530885599,0.6851180623047702
10,fixed_lapse,BIAS,513,-0.017276661021043596,0.0496670988004316,0.009853609274653508,-0.07706533475882472,0.0139364013275828
10,fixed_lapse,RMSE,513,0.06748949279353365,0.8870376462742807,0.18878877194659482,0.32218969802750874,0.9030587360124004
11,none,MAE,513,0.19832766419075387,0.7216360077708034,0.3172402199610226,0.31451056795352356,0.7326243076189849
11,none,BIAS,513,0.23859361263890627,-0.4642432880108326,0.2385325344308269,0.15313235194253133,-0.1548236722773896
11,none,RMSE,513,0.20338885981572297,0.9179487349017513,0.30884512685368926,0.3049523982554457,0.9411527899029606
11,fixed_lapse,MAE,513,0.038234874379467196,0.6664835377067699,0.12206551428014367,0.22074666848231528,0.660338312315262
11,fixed_lapse,BIAS,513,0.0032820476103172323,0.009544441852313089,0.00038277535893016523,-0.0871730835484714,0.006808419209821
11,fixed_lapse,RMSE,513,0.04790757587830304,0.8698581404873742,0.114400505333345,0.22156179302691045,0.861125729081461
12,none,MAE,513,0.2101435821869147,0.7218732196307251,0.3167036983082665,0.2836455199749025,0.7349217925011666
12,none,BIAS,513,0.250898389087605,-0.48765155308372243,0.23656060178639327,0.1441874922447486,-0.1472378376692713
12,none,RMSE,513,0.21250992318178138,0.916150651762398,0.304486472458275,0.26503627239783134,0.9272738633304224
12,fixed_lapse,MAE,513,0.034106230312959424,0.6630826412615008,0.09093345136562936,0.1479531267610535,0.6377264803324939
12,fixed_lapse,BIAS,513,0.015527283973700765,-0.014025438709857244,0.007616658450506408,-0.08926229295454924,0.005799199022694
12,fixed_lapse,RMSE,513,0.04095301654735876,0.860615105145363,0.07961116283364955,0.14072989045395431,0.8241718709410909
13,none,MAE,513,0.2164708101437948,0.7296490682663331,0.31404564287129644,0.2723567938926585,0.7307731392567356
13,none,BIAS,513,0.2579442340769474,-0.5017607326806465,0.23386457370002944,0.1457406331563656,-0.1472792570454284
13,none,RMSE,513,0.21710617313678085,0.9248885949285603,0.3000915692766245,0.2533892488357048,0.9268462665942078
13,fixed_lapse,MAE,513,0.032837339025224344,0.6634448843346002,0.07882978465807611,0.11393499873961073,0.6242553883024216
13,fixed_lapse,BIAS,513,0.022664027642572047,-0.02795097940883866,0.014499601455379985,-0.06949704491242907,-0.0121548053204267
13,fixed_lapse,RMSE,513,0.03848076230682063,0.861617030067434,0.06639506381080362,0.10472717126851304,0.8107662334112002
14,none,MAE,513,0.22209657580826997,0.7285199832104978,0.31630073056276,0.2738669142187475,0.723734369616398
14,none,BIAS,513,0.26281147933503757,-0.510652624086574,0.23373228582296446,0.14835062274965055,-0.1624719545035984
14,none,RMSE,513,0.22059504544278816,0.9293823529950496,0.2997460356373469,0.2528752239470516,0.9305443048067102
14,fixed_lapse,MAE,513,0.03258347783226357,0.6581445777323169,0.07555985218929928,0.10356174893969135,0.6222460804344315
14,fixed_lapse,BIAS,513,0.027510582489479168,-0.036870218208556425,0.020432481940139025,-0.05529438524472485,-0.0281860522277047
14,fixed_lapse,RMSE,513,0.03603622692230321,0.862988279908494,0.05679188596519369,0.08506583038441387,0.8189057912847978
15,none,MAE,513,0.22730732992385325,0.717920594842946,0.32113647115243227,0.29270326426694243,0.7174202811032475
15,none,BIAS,513,0.2668874269284906,-0.5172042967041717,0.23597079539627708,0.1587196504879737,-0.169591393959636
15,none,RMSE,513,0.22564484958354486,0.917100064816455,0.3066252811438487,0.27915609077274206,0.921476871987053
15,fixed_lapse,MAE,513,0.03430376423857447,0.6398973429447338,0.08554978160123317,0.12450659654904585,0.6145283926075271
15,fixed_lapse,BIAS,513,0.03156655127720925,-0.043414041613359364,0.02716423300082127,-0.03476565513774452,-0.0174605332859137
15,fixed_lapse,RMSE,513,0.037935174881381796,0.8456079039043,0.0645774733583171,0.12221321713272482,0.8069281009785682
16,none,MAE,513,0.23046344303161606,0.7015057417443242,0.3242241943661578,0.32025754931281086,0.6945983801564305
16,none,BIAS,513,0.27033692982998464,-0.522241203550471,0.24086080722400516,0.17424737085559092,-0.1865445494833087
16,none,RMSE,513,0.22870845283577884,0.8984259087332145,0.3124625245053041,0.313886680577861,0.8925821390735754
16,fixed_lapse,MAE,513,0.03682838589864298,0.6102261874404141,0.10537760400134255,0.17662812472557718,0.5961472790455128
16,fixed_lapse,BIAS,513,0.03503267333691213,-0.048605469157137704,0.035901213169807655,0.0031154370304847263,-0.0276169608574032
16,fixed_lapse,RMSE,513,0.04067395824725115,0.8175081982950262,0.0795160090252558,0.17482148234717157,0.7761683995691638
17,none,MAE,513,0.2224820116474766,0.7026735081860032,0.31952648487138047,0.35384764917390277,0.7219211103375724
17,none,BIAS,513,0.2662346680248874,-0.5114499200567144,0.24343912331968198,0.19907575960666934,-0.1619146370405918
17,none,RMSE,513,0.22133308380968353,0.8996616263862374,0.3106751554083932,0.34809751237910663,0.922598052771036
17,fixed_lapse,MAE,513,0.034471716419496604,0.6051542195154461,0.1068715457591185,0.23500648153120643,0.6024360651960021
17,fixed_lapse,BIAS,513,0.03089435590555852,-0.03785869948825264,0.03133490641011771,0.05077842371863863,-0.0222350232994998
17,fixed_lapse,RMSE,513,0.038625887775387086,0.8138435362538107,0.08387861262452201,0.2309765015162236,0.7923113684008751
18,none,MAE,513,0.2018458247983948,0.7479242219985823,0.306623677247966,0.34166531264412725,0.7622537463082731
18,none,BIAS,513,0.2511137202667337,-0.47556153007657476,0.23629431015325042,0.20932519189493493,-0.1267660681445112
18,none,RMSE,513,0.20191863165677504,0.9532033949645509,0.298704522156895,0.3354917697353593,0.990033159516577
18,fixed_lapse,MAE,513,0.02843818738848083,0.6610207074835599,0.074566858401106,0.22682692605118326,0.64944921041902
18,fixed_lapse,BIAS,513,0.015768143466944662,-0.0020637312366475983,0.007467170563214998,0.0616822755543206,0.000528133920354
18,fixed_lapse,RMSE,513,0.035114443447197864,0.8762326973389899,0.07092896601848164,0.22349634165030513,0.8552085118097335
19,none,MAE,513,0.17611574887985437,0.8050810809155499,0.2862500522000879,0.3213331972792705,0.8000045990880248
19,none,BIAS,513,0.2297149161819151,-0.43064563486464985,0.2183379651867433,0.22040654808867335,-0.1207486624212555
19,none,RMSE,513,0.17876438583450135,1.0194391183506437,0.28130232233629693,0.31030703898555867,1.023957529760216
19,fixed_lapse,MAE,513,0.028569170929079603,0.729576180284886,0.06075489345214591,0.22050294442132842,0.7157184968392242
19,fixed_lapse,BIAS,513,-0.005643291264239403,0.04281581701689351,0.0006738567564981146,0.03267231255557773,0.01305774877836
19,fixed_lapse,RMSE,513,0.03995157515147894,0.9516166865930432,0.07553581775983642,0.21344921277662968,0.9384474556965716
20,none,MAE,513,0.15171363909403826,0.8572129426727958,0.2610086602552184,0.28031591331460454,0.8419570105037715
20,none,BIAS,513,0.2050426701535048,-0.38179731217314355,0.19143322261070084,0.21161217155473114,-0.1081651527924328
20,none,RMSE,513,0.15714120976374954,1.0815063369375768,0.258913778783302,0.2717013077191546,1.1060575972806996
20,fixed_lapse,MAE,513,0.03621401355678676,0.790723880208112,0.0696866411693643,0.19546798575131002,0.7739575227825222
20,fixed_lapse,BIAS,513,-0.030341290607251024,0.09169587752194094,0.013348910090010602,-0.01187372604846753,0.0236535090847348
20,fixed_lapse,RMSE,513,0.05200986978205186,1.0231614568495464,0.09395079741031853,0.1946461059081609,1.027387740234091
21,none,MAE,513,0.13670735894905708,0.8859968244481164,0.24080028411797216,0.26255872221040716,0.8750073090470211
21,none,BIAS,513,0.18604740526712837,-0.34579364237584825,0.16939548098655344,0.20408770226342904,-0.1152311638347362
21,none,RMSE,513,0.14482436293951684,1.1177953592636194,0.24173856593877996,0.2540630009809565,1.1205616714614697
21,fixed_lapse,MAE,513,0.04765926061441649,0.8256177132621861,0.09076316115926786,0.1903384475684068,0.8048132777406871
21,fixed_lapse,BIAS,513,-0.049346138526338096,0.1277239844327917,0.02793063040147925,-0.029301018592361183,0.0451221686945378
21,fixed_lapse,RMSE,513,0.06730704700592961,1.0646914395707445,0.12011853421198027,0.19023018502052857,1.0627463166307645
22,none,MAE,513,0.1273019587110889,0.9039504269018801,0.22352672548865682,0.2514759882913058,0.8877044784555693
22,none,BIAS,513,0.17219821331063873,-0.3201611972309032,0.15285380070096655,0.19800900019093862,-0.1211326068501456
22,none,RMSE,513,0.13715617618867998,1.1431694171644329,0.22660002514349098,0.24332860936492134,1.1420094254038975
22,fixed_lapse,MAE,513,0.057040890447281736,0.8484423487747716,0.10611039310956394,0.18299632689530837,0.8351512976149312
22,fixed_lapse,BIAS,513,-0.06327019593537674,0.1533593058036534,0.03947119772197338,-0.0439865487784137,0.0448755138218719
22,fixed_lapse,RMSE,513,0.07933518085945127,1.0950289141824556,0.1370920005489974,0.18472901653164941,1.089032627413382
23,none,MAE,513,0.121721135202318,0.9116244394517491,0.210885628634367,0.24961530352446837,0.9068334084276586
23,none,BIAS,513,0.16163278560364258,-0.30085068550449284,0.1399196191648613,0.19531176947224932,-0.1285445378287397
23,none,RMSE,513,0.1331277355881178,1.1526106477704419,0.21640337791452935,0.24542457406955318,1.1542731696356732
23,fixed_lapse,MAE,513,0.06501092143342387,0.8597279800763159,0.1186103558808772,0.18724140983793092,0.8412207738496337
23,fixed_lapse,BIAS,513,-0.07383864941449625,0.1727504824198387,0.04850198708142972,-0.05334441498581547,0.0621468946193682
23,fixed_lapse,RMSE,513,0.08987432656683407,1.1080994977719463,0.15245404663717788,0.1944939783624355,1.1028683956417311
