ELEVATION_BAND,HOUR,N_STATIONS,NONE_N_PAIRED_HOURS,NONE_BIAS_MEDIAN_C,NONE_BIAS_Q25_C,NONE_BIAS_Q75_C,NONE_BIAS_IQR_C,NONE_MAE_MEDIAN_C,NONE_MAE_Q25_C,NONE_MAE_Q75_C,NONE_MAE_IQR_C,NONE_RMSE_MEDIAN_C,NONE_RMSE_Q25_C,NONE_RMSE_Q75_C,NONE_RMSE_IQR_C,FIXED_N_PAIRED_HOURS,FIXED_BIAS_MEDIAN_C,FIXED_BIAS_Q25_C,FIXED_BIAS_Q75_C,FIXED_BIAS_IQR_C,FIXED_MAE_MEDIAN_C,FIXED_MAE_Q25_C,FIXED_MAE_Q75_C,FIXED_MAE_IQR_C,FIXED_RMSE_MEDIAN_C,FIXED_RMSE_Q25_C,FIXED_RMSE_Q75_C,FIXED_RMSE_IQR_C
100~500m 미만,23,158,57230,-0.1474521592657777,-0.5675224587283068,0.48012672485618335,1.04764918358449,0.9450270717908463,0.6956031649921823,1.330530788288789,0.6349276232966066,1.221045587247498,0.9236038339626536,1.5657813177684465,0.642177483805793,57230,0.11760692841811535,-0.25965003537664,0.5805828369554814,0.8402328723321214,0.8291171583884864,0.6711205003252748,1.07866878253099,0.40754828220571515,1.0911322703693331,0.8887252894932137,1.4582034330044813,0.5694781435112676
500m 이상,0,40,14417,1.5868468999420533,0.25618916896904476,2.281770186791695,2.02558101782265,2.203759279051723,1.3868770185179926,2.7425961421029497,1.355719123584957,2.5741256526073855,1.7480302263797942,3.1143770495698937,1.3663468231900995,14417,-0.5450249296904879,-1.6775333244149593,0.31739997482229365,1.9949332992372528,1.4223346804473573,0.9975865888577877,2.1531164950167883,1.1555299061590005,1.960466558764264,1.3743627284526498,2.830852730062895,1.4564900016102453
500m 이상,1,40,14410,1.5300039049091905,0.3029128307243289,2.2661524610395665,1.9632396303152375,2.154963032975765,1.3418434256784282,2.705107232084412,1.3632638064059839,2.4926293625604226,1.7256249021966932,3.2060691026523447,1.4804442004556515,14410,-0.6392879809111929,-1.821194381972024,0.35378542325501555,2.1749798052270397,1.4484016449499124,1.006476393959563,2.1940533200177224,1.1875769260581595,1.9446153327638165,1.4530677210662453,2.9603403029442825,1.5072725818780373
500m 이상,2,40,14406,1.381181390904004,0.32234417836224855,2.239029797983193,1.9166856196209443,2.141126558607927,1.316140335404615,2.730123688966927,1.4139833535623119,2.45581035443599,1.7221882220088685,3.2054520756674907,1.4832638536586222,14406,-0.6558154791100772,-1.908559870080691,0.3489408030126212,2.257500673093312,1.4800087691437898,1.0767546375540802,2.264590779389539,1.1878361418354586,1.9675601278918329,1.474633742044256,2.9838722485985993,1.5092385065543434
500m 이상,3,40,14403,1.3225634737640748,0.34587936488903137,2.1176486719736327,1.7717693070846012,2.130163829665205,1.3436104219209357,2.747987638817837,1.4043772168969013,2.405091408355415,1.6782875747033,3.19559692393994,1.5173093492366403,14403,-0.6852913531320435,-1.9944382388796522,0.34083827497693653,2.3352765138565887,1.491672414517601,1.0798919798313087,2.328910528969872,1.2490185491385632,1.9673785525451544,1.5084441983895676,3.072098565697841,1.5636543673082735
500m 이상,4,40,14399,1.2302750584845488,0.26683938183036243,2.0069339294754167,1.7400945476450542,2.0955228907734336,1.3960259320043031,2.7251300687803117,1.3291041367760086,2.3994467429443045,1.787224902354981,3.173640733872934,1.3864158315179531,14399,-0.7245613773039147,-2.1035223171933306,0.30981427970792286,2.4133365969012535,1.5196948020238599,1.1140708537820605,2.4125944535633064,1.2985235997812459,2.018533130530195,1.5180466521456553,3.1593395329857636,1.6412928808401084
500m 이상,5,40,14394,1.1642041408295793,0.21979643951795022,1.960726659703019,1.740930220185069,2.054518114269448,1.3876127982177149,2.7076960530028185,1.3200832547851036,2.359986577093126,1.737249890546821,3.178685895554674,1.4414360050078532,14394,-0.7108223298282994,-2.1285376537944867,0.32690281681361166,2.4554404706080986,1.5856181630527586,1.0969937041823123,2.4544097698841716,1.3574160657018592,2.112849112585644,1.58639097156871,3.2122332152442556,1.6258422436755458
500m 이상,6,40,14394,1.1749687844842873,0.1800927681369256,1.9287041889476202,1.7486114208106946,2.0555883089773124,1.3993658444051824,2.700863639367237,1.3014977949620545,2.3572992431883395,1.7622574053669808,3.189606498815131,1.42734909344815,14394,-0.717452784197304,-2.145577620866713,0.3909790007642582,2.536556621630971,1.6442616655176043,1.0664400686890148,2.4533861872227947,1.38694611853378,2.15639113680086,1.541458749458751,3.206006838043806,1.6645480885850548
500m 이상,7,40,14398,1.3603541351999526,0.23766928176102092,2.0155095061476036,1.7778402243865827,2.118945831276306,1.3828596772439576,2.811196015921861,1.4283363386779033,2.449374104833474,1.7167102701607424,3.244499264737013,1.5277889945762706,14398,-0.6791391254591899,-1.847884449660127,0.260565482455442,2.108449932115569,1.6488574718617706,1.0727315760384133,2.2817183155693375,1.2089867395309242,2.1578628653137057,1.5098035682314017,2.9237748289827574,1.4139712607513557
500m 이상,8,40,14404,1.5855773252516812,0.3369685451608393,2.4151886967004033,2.078220151539564,2.112636448674145,1.3025259698104863,2.753686973841119,1.4511610040306326,2.4500985810903892,1.5934476865731213,3.2213807774070453,1.627933090833924,14404,-0.4896595163058569,-1.5792316318582835,0.46236393272565335,2.041595564583937,1.5333847709235808,1.0440171878443565,1.9610842849431998,0.9170670970988433,2.0326292486946276,1.4285104620771245,2.573669816086531,1.1451593540094065
500m 이상,9,40,14408,1.823332084116497,0.4266247782450091,2.9394108803950427,2.5127861021500335,2.252931808208875,1.2259759926286344,3.202213764028628,1.9762377713999935,2.5199519363779275,1.4900612797234796,3.564445624670286,2.0743843449468065,14408,-0.36420535587348624,-0.8811835858039253,0.47205983818141156,1.3532434239853368,1.266956282338671,0.9566351996301535,1.6797127828328071,0.7230775832026536,1.808379815680982,1.308249288333121,2.2218419150230977,0.9135926266899768
500m 이상,10,40,14406,1.6159956328912544,0.3553334824538737,3.528002981751254,3.1726694992973803,2.1683638196394757,1.153141084800371,3.5438422857202347,2.390701200919864,2.495184877579723,1.4464281824302194,3.820220822825418,2.3737926403951985,14406,-0.021562265905470494,-0.38731864289282825,0.33007097045376044,0.7173896133465887,1.0988052991996569,0.8349877473635022,1.4149705780985071,0.5799828307350049,1.4873019339304991,1.1893004042159707,1.7980046041343087,0.608704199918338
500m 이상,11,40,14419,1.973024935124291,0.3676321556224094,3.9467780489833775,3.579145893360968,2.2849738699569073,1.2156575155333318,3.9574089203980227,2.741751404864691,2.5344410046136163,1.4972668940435045,4.139345297861749,2.6420784038182443,14419,0.1629478217553771,-0.22529118085166722,0.4202642703987536,0.6455554512504208,1.005634551979293,0.782061610497379,1.2379127828145724,0.4558511723171934,1.296390267759098,1.0525748185438908,1.516703997580914,0.4641291790370232
500m 이상,12,40,14413,2.2949232677639655,0.43558159250488376,4.100249178974837,3.6646675864699536,2.456230068427579,1.2017255389140025,4.104539324727356,2.9028137858133536,2.6841212393459193,1.4658764115108283,4.2637502220883885,2.7978738105775602,14413,0.2118636880348006,-0.17230976978025853,0.7765065459981269,0.9488163157783853,0.9800491976067214,0.8019289789369042,1.1928752183712752,0.390946239434371,1.271675854289519,1.0613533406383315,1.5027460739721874,0.44139273333385587
500m 이상,13,40,14419,2.3663202726923847,0.5094187524218773,4.1848781768392715,3.675459424417394,2.6573183348543568,1.2271034544904713,4.186565914330341,2.9594624598398696,2.800529217304713,1.4805444601706952,4.333636743346333,2.853092283175638,14419,0.2929506178343433,-0.1377307479195189,0.8262738890393471,0.964004636958866,0.9799759914249129,0.755637803425414,1.243123625890696,0.48748582246528194,1.255015329218957,1.0188685593607623,1.521972038221872,0.5031034788611097
500m 이상,14,40,14421,2.4411917847685327,0.5106882789371574,4.2874430729556,3.776754794018443,2.734844888957348,1.2313091967044065,4.2874430729556,3.056133876251194,2.887358105302023,1.4545627347723589,4.4043298771108255,2.949767142338467,14421,0.32234991232520666,-0.09270945308036149,0.9185635401094296,1.0112729931897912,0.9761987428970187,0.7614356230702329,1.303138371253268,0.5417027481830351,1.247418193387393,1.0436866997631593,1.5565497392142706,0.5128630394511113
500m 이상,15,40,14421,2.4769320592305766,0.5556303133452786,4.332355790995246,3.7767254776499675,2.7437184901725047,1.2859152616142073,4.3429178969214135,3.057002635307206,2.8870448295613933,1.5037337850291215,4.539254136443142,3.0355203514140205,14421,0.31955034928001175,-0.06866964084364019,0.9667075752122428,1.035377216055883,0.9685148846675704,0.7631630721997084,1.2977963051375048,0.5346332329377964,1.2121432872133184,1.0114737472920368,1.595776256193231,0.5843025089011942
500m 이상,16,40,14425,2.361809995673233,0.6178551104565206,4.755423978533663,4.1375688680771425,2.6440793395661393,1.3131231141734145,4.755983137799627,3.4428600236262126,2.8008585832133273,1.540573448536147,5.002440440244714,3.4618669917085665,14425,0.33178739481330255,-0.07775357438210674,0.9052598952607752,0.9830134696428819,0.9550422952894556,0.7428775362276705,1.2682640077494896,0.525386471521819,1.2044529072219003,0.9932904823037123,1.4672366571475246,0.4739461748438123
500m 이상,17,40,14426,2.133629677499658,0.595411108496082,4.8130269328709705,4.217615824374889,2.3309983277110744,1.2974746350462456,4.815461969741664,3.5179873346954182,2.501194110791308,1.5425084464522016,5.044237145553353,3.5017286991011516,14426,0.36468319903141677,-0.026368791527040147,0.7142246592510322,0.7405934507780724,0.9354205573372307,0.7358185841841565,1.1367313032644515,0.400912719080295,1.2013034288466344,1.013269501449126,1.4124311546111628,0.3991616531620368
500m 이상,18,40,14428,2.0281321582774328,0.43661562839060103,4.501366656028831,4.064751027638231,2.2232922509672903,1.246627300604684,4.502540453393321,3.255913152788637,2.486119188735767,1.4455984139483897,4.809044558105351,3.3634461441569616,14428,0.21313421500581875,-0.14125349892695432,0.5868623979560461,0.7281158968830004,0.9528748638985021,0.718212948016104,1.1294722803291775,0.41125933231307343,1.203238690208042,0.9924550433018642,1.4125914527904069,0.4201364094885427
500m 이상,19,40,14426,1.9978061818328163,0.41206722275763547,3.8560007517014903,3.443933528943855,2.2277839107285518,1.2507280465362323,3.8616524989678878,2.6109244524316555,2.5010156470255898,1.5093039693042067,4.101836445513016,2.5925324762088096,14426,-0.11741466595196332,-0.30389236816447945,0.37790898950241203,0.6818013576668915,1.0252234270673632,0.8095320792116596,1.2709094361470752,0.4613773569354156,1.3276756142029382,1.1154902590693605,1.5540676255065498,0.43857736643718925
500m 이상,20,40,14431,1.992038232443583,0.3426686120909259,3.3405128877471886,2.997844275656263,2.12416582416813,1.3240395868127735,3.3685992777351044,2.044559690922331,2.4063944901322856,1.6400945015850343,3.570676903739513,1.9305824021544788,14431,-0.2629845128939552,-0.7991732095563963,0.37049277558752447,1.1696659851439208,1.0655504424211206,0.8667392765925837,1.4404552223894904,0.5737159457969068,1.457194009267826,1.2367884340445467,1.8464936462865256,0.6097052122419788
500m 이상,21,40,14426,1.9237491906260256,0.2934811348164684,2.949835826504203,2.6563546916877345,2.205194615107533,1.3520302544299814,3.1000546178781123,1.748024363448131,2.5209096360339442,1.6915447557777394,3.3645829340975792,1.6730381783198398,14426,-0.35127786596558097,-1.1359704698654483,0.3412398004836097,1.477210270349058,1.1688258862859304,0.9413206238715501,1.7035656007585398,0.7622449768869897,1.5764459980860857,1.3066565299960033,2.1810868095879328,0.8744302795919294
500m 이상,22,40,14425,1.8052620732900222,0.2601302737641674,2.5936025984667403,2.333472324702573,2.1905382069745913,1.3723511778297544,2.9299221042297954,1.557570926400041,2.544406862733938,1.7152088344663516,3.260021112288454,1.5448122778221025,14425,-0.48092881696460443,-1.4539414783366826,0.377340442520121,1.8312819208568036,1.2612597757568815,0.9653100118621099,1.8805110919814274,0.9152010801193176,1.7141883928201014,1.3141317499464935,2.499737021377031,1.1856052714305374
500m 이상,23,40,14425,1.6509801042911496,0.2700344499823067,2.4163319653070334,2.1462975153247266,2.185949785921422,1.385928044209694,2.807857959914662,1.4219299157049679,2.5575254911622993,1.728073616662414,3.1716530591605148,1.4435794424981008,14425,-0.45584467729120626,-1.6445811790588365,0.33934454199385755,1.9839257210526942,1.3493372425985284,0.992018201459917,2.038791427505263,1.046773226045346,1.8440881418739894,1.3457602405411393,2.656067577615542,1.3103073370744025
